text,aspect,arfs,sentiment
"With my wedding group , it is so much fun , exchanging wedding websites with the girls , and learning about their weddings .","wedding, group",group much fun,positive
We have been a great support system for each other and I truly think we have been a tremendous help to one other .,"support, system",great system truly,positive
"There is a facility for members to store photographs and files , a calendar where you and your members can highlight important dates and events and a very useful chat facility where you can all get together for an online natter .","chat, facility",facility members store,positive
I also enjoy the great discussions .,discussions,also enjoy great,positive
It is imperative ( to your grade ) that you participate in discussions ; there is a lot of knowledge and experience imparted in these discussions ; much more so than I would have received in a traditional brick and mortar classroom setting .,discussions,imperative grade participate,positive
DeVry 's employee are lazy and incompetent .,"DeVry, ""s"", employee",'s employee lazy,negative
"Recently , they have also started offering free DSL , but I would not recommend PacBell DSL , even if it 's free .","PacBell, DSL",Recently also started,negative
"Cousins chat on here a lot and it 's a funny bunch of "" quickies "" that they offer you to use .",quickies,Cousins chat lot,positive
"The best part of being a power customer is the customer service helpline , they practically answer the phone in 30 seconds , as opposed to long waits on the regular line .","customer, service, helpline",best part power,positive
The next day he called me and started to chew me out for missing the deadline ? ? ? ?,deadline,next day called,negative
Charts are slow to load and until recently they had no TA charts .,Charts,slow load recently,negative
